motorista_id;nome;sobrenome;empresa;regiao;rating;tempo_ativo_meses;categoria_carro;idade;modelo_carro;nota_motorista;genero
508;Arthur;Vieira;GoDrive;Zona Oeste;464;5;Comfort;41;VW Virtus 2022;4.53;Feminino
509;Laura;Lima;RideUp;Centro;369;29;Econômico;35;Hyundai HB20 2023;4.44;Masculino
510;Felipe;Pereira;GoDrive;Zona Norte;414;17;Econômico;58;Hyundai HB20 2023;4.65;Masculino
511;Sofia;Lopes;MoveX;Zona Oeste;249;16;Econômico;22;Renault Kwid 2024;4.41;Feminino
512;Isadora;Carvalho;RideUp;Zona Norte;88;10;Comfort;47;Chevrolet Tracker 2022;4.33;Feminino
513;Bernardo;Lima;MoveX;Zona Norte;32;56;Econômico;22;Toyota Etios 2020;4.83;Feminino
514;Gustavo;Carvalho;GoDrive;Zona Norte;167;24;Black;54;VW Taos 2023;4.83;Masculino
515;Laura;Lopes;RideUp;Zona Norte;126;6;Comfort;45;Hyundai HB20S 2022;4.57;Masculino
516;Ana;Silva;GoDrive;Zona Leste;37;16;Econômico;21;Renault Kwid 2024;4.82;Masculino
517;Carla;Santos;RideUp;Zona Sul;26;32;Econômico;45;Fiat Argo 2021;4.55;Masculino
518;Rafael;Lima;RideUp;Zona Sul;482;49;Econômico;27;Citroën C3 2023;4.90;Masculino
519;Julia;Gomes;RideUp;Centro;464;34;Black;58;Toyota Corolla Cross 2024;4.50;Masculino
520;Julia;Soares;MoveX;Zona Sul;244;20;Econômico;34;Hyundai HB20 2023;4.97;Masculino
521;Gael;Rodrigues;RideUp;Zona Leste;262;48;Black;57;Jeep Commander 2023;4.32;Masculino
522;Maria;Ferreira;RideUp;Centro;156;27;Comfort;38;VW Virtus 2022;4.75;Feminino
523;Sofia;Gomes;RideUp;Zona Leste;399;17;Econômico;27;Chevrolet Onix 2022;4.26;Masculino
524;Julia;Fernandes;MoveX;Centro;112;36;Comfort;24;Honda City 2021;4.53;Masculino
525;Carla;Rodrigues;MoveX;Zona Oeste;150;39;Comfort;26;Chevrolet Onix Plus 2023;4.59;Masculino
526;Camila;Lopes;MoveX;Zona Oeste;113;4;Econômico;23;VW Polo Track 2023;4.36;Feminino
527;Laura;Ferreira;RideUp;Zona Sul;110;60;Econômico;36;Fiat Argo 2021;4.31;Feminino
528;Camila;Pereira;MoveX;Zona Sul;305;15;Black;23;Jeep Compass 2023;4.78;Masculino
529;Rafael;Costa;MoveX;Centro;481;2;Black;32;Jeep Compass 2023;4.99;Masculino
530;Julia;Costa;GoDrive;Zona Sul;57;56;Comfort;27;VW Virtus 2022;4.18;Masculino
531;Bruno;Barbosa;GoDrive;Centro;169;41;Econômico;31;Fiat Mobi 2022;4.01;Masculino
532;Heloísa;Lima;RideUp;Zona Oeste;456;5;Comfort;42;Nissan Versa 2023;4.47;Masculino
533;Felipe;Pereira;GoDrive;Zona Sul;484;50;Comfort;57;Honda City 2021;4.38;Masculino
534;Arthur;Alves;RideUp;Centro;181;31;Econômico;52;Citroën C3 2023;4.78;Feminino
535;Lucas;Lima;RideUp;Zona Oeste;162;40;Econômico;41;Toyota Etios 2020;4.77;Feminino
536;Bruno;Soares;MoveX;Zona Sul;303;54;Econômico;50;Hyundai HB20 2023;4.77;Masculino
537;Lucas;Martins;RideUp;Centro;325;48;Econômico;50;Citroën C3 2023;4.65;Feminino
538;Bruno;Oliveira;MoveX;Zona Sul;83;4;Comfort;46;Hyundai HB20S 2022;4.24;Feminino
539;Helena;Martins;MoveX;Zona Sul;357;53;Comfort;49;Honda City 2021;4.21;Masculino
540;Bernardo;Lopes;MoveX;Zona Norte;101;29;Black;26;Jeep Commander 2023;4.26;Feminino
541;Felipe;Barbosa;GoDrive;Zona Oeste;391;46;Black;48;Toyota Corolla 2024;4.07;Feminino
542;Valentina;Ferreira;RideUp;Zona Norte;417;19;Black;46;Honda Civic 2022;4.37;Feminino
543;Sofia;Fernandes;GoDrive;Zona Leste;57;6;Econômico;38;Hyundai HB20 2023;4.01;Masculino
544;Miguel;Fernandes;RideUp;Centro;388;51;Comfort;43;Nissan Versa 2023;4.63;Masculino
545;Pedro;Rodrigues;MoveX;Centro;392;58;Econômico;58;Hyundai HB20 2023;4.21;Masculino
546;Julia;Rodrigues;MoveX;Zona Norte;490;54;Comfort;34;Honda City 2021;4.91;Feminino
547;Camila;Alves;RideUp;Zona Oeste;185;31;Comfort;52;VW Virtus 2022;4.64;Feminino
548;Alice;Alves;MoveX;Centro;100;56;Comfort;60;Nissan Kicks 2022;4.54;Feminino
549;Rafael;Silva;RideUp;Zona Leste;151;26;Black;24;Jeep Commander 2023;4.97;Feminino
550;Alice;Pereira;GoDrive;Zona Leste;388;40;Black;57;Toyota Corolla Cross 2024;4.52;Feminino
551;Maria;Silva;RideUp;Zona Leste;53;5;Comfort;47;Chevrolet Onix Plus 2023;4.41;Feminino
552;Lucas;Lima;GoDrive;Zona Oeste;462;5;Econômico;31;Toyota Etios 2020;4.60;Masculino
553;Gustavo;Vieira;GoDrive;Zona Norte;115;37;Econômico;35;Hyundai HB20 2023;4.35;Feminino
554;Matheus;Costa;GoDrive;Zona Norte;416;47;Comfort;31;Hyundai HB20S 2022;4.29;Masculino
555;Pedro;Ferreira;MoveX;Zona Norte;190;16;Comfort;26;Nissan Versa 2023;4.76;Feminino
556;Helena;Silva;GoDrive;Zona Sul;124;11;Comfort;51;Honda City 2021;4.54;Masculino
557;Sofia;Souza;GoDrive;Centro;64;57;Black;39;Toyota Corolla Cross 2024;4.16;Feminino
558;Heloísa;Martins;MoveX;Zona Sul;456;41;Black;47;Toyota Corolla Cross 2024;4.17;Feminino
559;Julia;Souza;MoveX;Zona Norte;405;57;Comfort;33;Chevrolet Tracker 2022;4.00;Feminino
560;Pedro;Gomes;GoDrive;Zona Oeste;78;45;Econômico;24;Citroën C3 2023;4.54;Masculino
561;Miguel;Alves;RideUp;Zona Norte;273;12;Econômico;21;Toyota Etios 2020;4.88;Feminino
562;Pedro;Almeida;MoveX;Zona Leste;467;59;Black;59;Toyota Corolla Cross 2024;4.42;Feminino
563;Arthur;Costa;RideUp;Zona Sul;152;60;Comfort;27;Jeep Renegade 2021;4.09;Feminino
564;Ana;Ribeiro;MoveX;Zona Sul;463;18;Econômico;30;Toyota Etios 2020;4.77;Feminino
565;Julia;Lopes;GoDrive;Centro;110;5;Comfort;30;Fiat Cronos 2023;4.35;Masculino
566;Heitor;Ferreira;MoveX;Zona Leste;306;28;Econômico;34;Fiat Mobi 2022;4.04;Masculino
567;Sofia;Costa;RideUp;Zona Norte;282;54;Black;25;Toyota Corolla Cross 2024;4.32;Feminino
568;Bruno;Santos;GoDrive;Zona Oeste;303;33;Comfort;43;Fiat Cronos 2023;4.47;Feminino
569;Ana;Barbosa;RideUp;Zona Norte;236;33;Econômico;36;Fiat Mobi 2022;4.85;Feminino
570;Valentina;Santos;MoveX;Zona Sul;160;54;Comfort;44;Hyundai HB20S 2022;4.09;Feminino
571;Bernardo;Silva;GoDrive;Zona Norte;279;2;Comfort;35;Nissan Versa 2023;4.29;Masculino
572;Carla;Costa;RideUp;Zona Norte;125;26;Econômico;48;Citroën C3 2023;4.93;Feminino
573;Valentina;Silva;RideUp;Zona Leste;28;53;Black;57;Jeep Compass 2023;4.57;Feminino
574;Ana;Soares;RideUp;Zona Norte;436;25;Econômico;49;Hyundai HB20 2023;4.81;Masculino
575;Isadora;Fernandes;MoveX;Zona Leste;450;21;Econômico;27;Citroën C3 2023;4.45;Feminino
576;Helena;Carvalho;MoveX;Centro;231;53;Comfort;35;Chevrolet Tracker 2022;4.58;Feminino
577;Bernardo;Santos;MoveX;Centro;281;28;Econômico;51;VW Polo Track 2023;4.27;Feminino
578;Bruno;Vieira;GoDrive;Centro;121;44;Comfort;42;Fiat Cronos 2023;4.85;Feminino
579;Gael;Soares;GoDrive;Zona Leste;56;23;Comfort;46;VW Virtus 2022;4.03;Masculino
580;Carla;Gomes;RideUp;Zona Leste;322;12;Comfort;55;VW Virtus 2022;4.38;Masculino
581;Miguel;Alves;RideUp;Zona Sul;240;47;Black;59;Toyota Corolla Cross 2024;4.00;Masculino
582;Heloísa;Souza;RideUp;Zona Sul;466;41;Black;42;VW Taos 2023;4.46;Feminino
583;Gustavo;Martins;MoveX;Centro;273;33;Black;47;Jeep Compass 2023;4.03;Feminino
584;Heloísa;Martins;GoDrive;Zona Leste;393;46;Comfort;44;Honda City 2021;4.37;Feminino
585;Felipe;Alves;MoveX;Zona Norte;201;33;Comfort;54;Nissan Versa 2023;4.19;Masculino
586;Arthur;Costa;RideUp;Zona Sul;117;28;Econômico;42;Fiat Mobi 2022;4.10;Masculino
587;Pedro;Vieira;RideUp;Centro;107;9;Black;46;Jeep Compass 2023;4.88;Masculino
588;Lucas;Soares;RideUp;Zona Leste;401;57;Econômico;37;Citroën C3 2023;4.94;Masculino
589;Gael;Lopes;MoveX;Zona Oeste;489;26;Comfort;41;Nissan Versa 2023;4.14;Feminino
590;Lara;Martins;GoDrive;Zona Sul;475;44;Comfort;29;Nissan Kicks 2022;4.20;Feminino
591;Miguel;Oliveira;RideUp;Zona Leste;466;54;Econômico;33;Fiat Mobi 2022;4.34;Masculino
592;Julia;Carvalho;RideUp;Centro;83;56;Econômico;55;Renault Kwid 2024;4.02;Masculino
593;Sofia;Martins;GoDrive;Zona Norte;209;27;Econômico;23;Renault Kwid 2024;4.10;Masculino
594;Pedro;Lima;RideUp;Centro;475;3;Comfort;51;Chevrolet Tracker 2022;4.01;Feminino
595;Lucas;Lima;GoDrive;Zona Oeste;284;21;Econômico;55;Citroën C3 2023;4.85;Masculino
596;Pedro;Rodrigues;MoveX;Zona Leste;349;49;Econômico;59;Hyundai HB20 2023;4.65;Feminino
597;Alice;Pereira;MoveX;Zona Norte;411;59;Econômico;50;Fiat Argo 2021;4.03;Masculino
598;Lucas;Lopes;RideUp;Zona Norte;418;60;Comfort;35;Nissan Versa 2023;4.06;Masculino
599;Valentina;Gomes;RideUp;Zona Leste;286;4;Econômico;26;Fiat Argo 2021;4.07;Feminino
600;Alice;Ribeiro;MoveX;Zona Sul;365;59;Comfort;31;Fiat Cronos 2023;4.52;Feminino
601;Heitor;Silva;MoveX;Centro;218;21;Black;60;Honda Civic 2022;4.65;Masculino
602;Pedro;Carvalho;GoDrive;Zona Oeste;22;19;Black;45;Honda Civic 2022;4.09;Feminino
603;Maria;Ribeiro;GoDrive;Centro;215;27;Black;39;Jeep Commander 2023;4.50;Feminino
604;Laura;Lopes;RideUp;Centro;255;35;Comfort;43;Nissan Kicks 2022;4.84;Feminino
605;Rafael;Silva;GoDrive;Zona Sul;46;17;Black;33;Honda Civic 2022;4.90;Feminino
606;Helena;Gomes;MoveX;Zona Norte;196;45;Comfort;41;Honda City 2021;4.40;Masculino
607;Miguel;Lopes;MoveX;Zona Sul;41;58;Econômico;26;Renault Kwid 2024;4.20;Masculino
608;Ana;Lopes;MoveX;Centro;280;36;Econômico;24;Fiat Mobi 2022;4.33;Feminino
609;Heitor;Alves;RideUp;Zona Leste;432;31;Black;45;Toyota Corolla 2024;4.40;Masculino
610;Rafael;Almeida;MoveX;Zona Norte;120;58;Econômico;25;Renault Kwid 2024;4.94;Masculino
611;Julia;Ferreira;MoveX;Centro;480;58;Econômico;53;VW Polo Track 2023;4.38;Masculino
612;Maria;Ferreira;RideUp;Zona Oeste;231;53;Comfort;23;Honda City 2021;4.76;Feminino
613;Heitor;Alves;GoDrive;Zona Sul;273;56;Comfort;21;Jeep Renegade 2021;4.87;Feminino
614;Valentina;Costa;GoDrive;Zona Leste;399;17;Econômico;34;Toyota Etios 2020;4.86;Feminino
615;Miguel;Vieira;RideUp;Zona Sul;486;60;Comfort;29;Honda City 2021;4.44;Masculino
616;Rafael;Alves;MoveX;Centro;173;52;Black;49;Toyota Corolla Cross 2024;4.63;Feminino
617;Felipe;Alves;GoDrive;Zona Norte;418;54;Black;29;Honda Civic 2022;4.74;Masculino
618;Isadora;Vieira;RideUp;Zona Oeste;41;37;Econômico;36;Renault Kwid 2024;4.67;Feminino
619;Felipe;Oliveira;GoDrive;Zona Sul;483;19;Black;32;Honda Civic 2022;4.25;Feminino
620;Gustavo;Almeida;GoDrive;Zona Oeste;273;26;Comfort;27;Chevrolet Tracker 2022;4.00;Feminino
621;Camila;Fernandes;RideUp;Zona Leste;49;43;Comfort;44;Chevrolet Onix Plus 2023;4.11;Feminino
622;Miguel;Santos;MoveX;Zona Leste;172;43;Comfort;55;Fiat Cronos 2023;4.76;Masculino
623;Lucas;Rodrigues;RideUp;Zona Sul;457;14;Comfort;34;Chevrolet Tracker 2022;4.50;Masculino
624;Ana;Ribeiro;GoDrive;Zona Oeste;392;20;Comfort;37;Honda City 2021;4.24;Masculino
625;Isadora;Carvalho;GoDrive;Zona Sul;228;16;Black;53;Honda Civic 2022;4.07;Feminino
626;Alice;Lopes;RideUp;Zona Norte;205;16;Comfort;40;Jeep Renegade 2021;4.85;Feminino
627;Pedro;Carvalho;RideUp;Centro;153;14;Black;58;Toyota Corolla Cross 2024;4.08;Feminino
628;Bernardo;Rodrigues;GoDrive;Centro;476;57;Econômico;55;Renault Kwid 2024;4.97;Feminino
629;Maria;Gomes;GoDrive;Zona Sul;497;23;Comfort;48;Fiat Cronos 2023;4.48;Masculino
630;Maria;Ferreira;GoDrive;Zona Leste;63;2;Black;38;Honda Civic 2022;4.91;Feminino
631;Alice;Vieira;RideUp;Zona Leste;454;17;Econômico;28;VW Polo Track 2023;4.40;Feminino
632;Gabriel;Martins;GoDrive;Zona Norte;432;37;Black;30;Jeep Commander 2023;4.76;Feminino
633;Pedro;Costa;GoDrive;Zona Oeste;245;38;Econômico;39;VW Polo Track 2023;4.95;Feminino
634;Alice;Carvalho;MoveX;Centro;279;39;Econômico;24;Citroën C3 2023;4.39;Masculino
635;Rafael;Santos;RideUp;Zona Norte;109;45;Comfort;38;Jeep Renegade 2021;4.05;Masculino
636;Lara;Souza;MoveX;Zona Leste;91;14;Econômico;55;Chevrolet Onix 2022;4.82;Feminino
637;Arthur;Carvalho;MoveX;Zona Oeste;139;16;Econômico;22;Citroën C3 2023;4.73;Masculino
638;Felipe;Souza;MoveX;Zona Leste;78;55;Econômico;54;VW Polo Track 2023;4.27;Feminino
639;Ana;Carvalho;GoDrive;Zona Leste;428;6;Econômico;59;Fiat Argo 2021;4.51;Masculino
640;Bruno;Alves;GoDrive;Centro;75;10;Black;57;Toyota Corolla Cross 2024;4.65;Feminino
641;Lucas;Soares;GoDrive;Zona Norte;460;50;Black;56;Honda Civic 2022;4.91;Masculino
642;Heloísa;Rodrigues;MoveX;Centro;275;39;Comfort;47;Honda City 2021;4.70;Masculino
643;Rafael;Lima;MoveX;Zona Oeste;143;30;Econômico;56;VW Polo Track 2023;4.42;Feminino
644;Alice;Ferreira;RideUp;Zona Leste;496;36;Comfort;59;Nissan Kicks 2022;4.52;Masculino
645;Lara;Almeida;MoveX;Zona Norte;334;54;Econômico;25;Fiat Argo 2021;4.57;Feminino
646;Camila;Almeida;MoveX;Zona Sul;338;38;Black;22;Jeep Compass 2023;4.08;Feminino
647;Heitor;Lima;GoDrive;Centro;282;58;Black;33;VW Taos 2023;4.33;Masculino
648;Felipe;Carvalho;GoDrive;Centro;318;45;Comfort;34;Fiat Cronos 2023;4.74;Feminino
649;Gustavo;Oliveira;RideUp;Zona Norte;89;57;Comfort;23;Honda City 2021;4.68;Feminino
650;Lucas;Rodrigues;MoveX;Zona Sul;199;7;Black;31;Jeep Commander 2023;4.13;Masculino
651;Isadora;Souza;GoDrive;Zona Oeste;106;17;Black;47;Toyota Corolla 2024;4.90;Masculino
652;Ana;Lima;MoveX;Centro;128;20;Black;36;Toyota Corolla Cross 2024;4.47;Feminino
653;Valentina;Soares;GoDrive;Zona Sul;325;21;Comfort;41;Fiat Cronos 2023;4.71;Masculino
654;Bruno;Souza;MoveX;Zona Norte;466;30;Comfort;55;Jeep Renegade 2021;4.18;Feminino
655;Ana;Carvalho;MoveX;Zona Sul;470;34;Comfort;49;Fiat Cronos 2023;4.43;Feminino
656;Laura;Santos;MoveX;Zona Leste;38;1;Econômico;45;Toyota Etios 2020;4.96;Feminino
657;Heitor;Carvalho;MoveX;Zona Norte;208;8;Econômico;23;Fiat Argo 2021;4.96;Feminino
658;Alice;Santos;GoDrive;Zona Oeste;472;3;Econômico;56;VW Polo Track 2023;4.37;Masculino
659;Rafael;Ferreira;MoveX;Zona Leste;111;9;Econômico;56;Fiat Argo 2021;4.24;Masculino
660;Ana;Almeida;GoDrive;Zona Sul;112;20;Econômico;21;Citroën C3 2023;4.00;Masculino
661;Arthur;Souza;GoDrive;Zona Leste;228;11;Comfort;47;Honda City 2021;4.71;Masculino
662;Arthur;Souza;MoveX;Zona Norte;246;53;Black;54;Jeep Compass 2023;4.11;Masculino
663;Valentina;Vieira;MoveX;Zona Oeste;290;10;Black;24;Jeep Commander 2023;4.54;Feminino
664;Maria;Rodrigues;MoveX;Centro;469;44;Econômico;25;Chevrolet Onix 2022;4.80;Masculino
665;Bernardo;Ferreira;RideUp;Zona Sul;104;54;Comfort;41;Fiat Cronos 2023;4.53;Feminino
666;Gustavo;Oliveira;RideUp;Zona Leste;54;45;Comfort;31;Jeep Renegade 2021;4.30;Masculino
667;Camila;Alves;RideUp;Zona Leste;301;31;Black;52;Toyota Corolla 2024;4.24;Feminino
668;Gael;Vieira;MoveX;Centro;222;32;Econômico;57;Fiat Argo 2021;4.68;Masculino
669;Helena;Vieira;RideUp;Centro;265;24;Comfort;46;Jeep Renegade 2021;4.98;Feminino
670;Arthur;Almeida;MoveX;Zona Leste;294;31;Econômico;24;Fiat Mobi 2022;4.33;Masculino
671;Gabriel;Silva;GoDrive;Zona Sul;71;16;Comfort;60;Jeep Renegade 2021;4.72;Feminino
672;Matheus;Barbosa;GoDrive;Centro;63;29;Comfort;29;Honda City 2021;4.03;Masculino
673;Pedro;Martins;MoveX;Centro;44;43;Econômico;24;Citroën C3 2023;4.58;Feminino
674;Gabriel;Rodrigues;GoDrive;Zona Oeste;400;5;Comfort;59;VW Virtus 2022;4.46;Feminino
675;Lara;Lima;MoveX;Zona Oeste;238;16;Comfort;52;Nissan Versa 2023;4.99;Feminino
676;Miguel;Silva;MoveX;Zona Leste;408;9;Black;50;Toyota Corolla Cross 2024;4.19;Masculino
677;Valentina;Costa;MoveX;Zona Leste;237;42;Black;24;Jeep Compass 2023;4.35;Feminino
678;Heloísa;Alves;GoDrive;Centro;48;31;Econômico;33;Toyota Etios 2020;4.45;Feminino
679;Sofia;Fernandes;RideUp;Zona Oeste;342;36;Econômico;44;Toyota Etios 2020;4.55;Masculino
680;Alice;Alves;GoDrive;Zona Leste;474;22;Econômico;26;Hyundai HB20 2023;4.23;Feminino
681;Isadora;Ribeiro;GoDrive;Centro;161;21;Comfort;43;Nissan Versa 2023;4.95;Masculino
682;Alice;Oliveira;GoDrive;Zona Sul;446;22;Econômico;38;Citroën C3 2023;4.67;Feminino
683;Miguel;Martins;GoDrive;Zona Sul;157;17;Econômico;48;Citroën C3 2023;4.51;Feminino
684;Gabriel;Gomes;RideUp;Zona Leste;194;54;Econômico;21;Fiat Mobi 2022;4.27;Masculino
685;Pedro;Santos;GoDrive;Centro;21;20;Comfort;27;Chevrolet Tracker 2022;4.19;Feminino
686;Heitor;Ribeiro;MoveX;Zona Oeste;401;13;Black;52;Toyota Corolla Cross 2024;4.68;Feminino
687;Arthur;Lima;MoveX;Zona Sul;458;58;Econômico;42;Hyundai HB20 2023;4.34;Masculino
688;Carla;Rodrigues;GoDrive;Zona Sul;294;44;Comfort;58;Jeep Renegade 2021;4.97;Masculino
689;Bruno;Barbosa;GoDrive;Centro;326;57;Econômico;29;VW Polo Track 2023;4.88;Feminino
690;Helena;Santos;RideUp;Zona Oeste;381;10;Comfort;41;Honda City 2021;4.09;Masculino
691;Valentina;Martins;MoveX;Zona Norte;474;55;Econômico;30;Citroën C3 2023;4.02;Feminino
692;Bernardo;Pereira;RideUp;Zona Norte;21;17;Econômico;46;Chevrolet Onix 2022;4.11;Masculino
693;Pedro;Silva;MoveX;Zona Oeste;438;57;Comfort;50;Chevrolet Onix Plus 2023;4.86;Feminino
694;Gabriel;Vieira;GoDrive;Zona Leste;433;5;Econômico;42;Fiat Mobi 2022;4.50;Masculino
695;Isadora;Soares;RideUp;Zona Sul;65;15;Comfort;52;VW Virtus 2022;4.98;Feminino
696;Helena;Rodrigues;RideUp;Centro;125;18;Comfort;45;Honda City 2021;4.71;Feminino
697;Maria;Santos;MoveX;Zona Sul;107;34;Econômico;60;Fiat Mobi 2022;4.11;Masculino
698;Gael;Costa;RideUp;Centro;151;29;Comfort;42;Honda City 2021;4.27;Masculino
699;Lucas;Lima;RideUp;Zona Leste;154;38;Black;58;Honda Civic 2022;4.70;Masculino
700;Carla;Soares;GoDrive;Zona Norte;353;35;Econômico;43;VW Polo Track 2023;4.11;Feminino
701;Gabriel;Barbosa;RideUp;Zona Norte;461;51;Black;30;Toyota Corolla 2024;4.48;Feminino
702;Heloísa;Martins;MoveX;Zona Sul;439;13;Comfort;52;Fiat Cronos 2023;4.72;Feminino
703;Sofia;Pereira;GoDrive;Zona Norte;433;39;Econômico;51;Citroën C3 2023;4.16;Feminino
704;Rafael;Pereira;RideUp;Zona Oeste;352;35;Econômico;37;VW Polo Track 2023;4.21;Feminino
705;Sofia;Rodrigues;GoDrive;Zona Norte;475;19;Econômico;52;Fiat Mobi 2022;4.08;Masculino
706;Miguel;Santos;MoveX;Zona Sul;402;51;Comfort;27;Nissan Versa 2023;4.78;Masculino
707;Lucas;Barbosa;GoDrive;Centro;160;31;Econômico;40;Fiat Argo 2021;4.03;Feminino
708;Gustavo;Lopes;GoDrive;Zona Oeste;144;33;Black;40;VW Taos 2023;4.13;Feminino
709;Laura;Barbosa;MoveX;Centro;169;5;Comfort;28;Nissan Kicks 2022;4.31;Feminino
710;Arthur;Martins;RideUp;Zona Oeste;351;10;Comfort;48;Hyundai HB20S 2022;4.63;Masculino
711;Alice;Lima;RideUp;Centro;235;50;Comfort;45;Chevrolet Onix Plus 2023;4.71;Feminino
712;Ana;Ferreira;GoDrive;Zona Sul;462;20;Econômico;54;Renault Kwid 2024;4.83;Feminino
713;Heloísa;Almeida;MoveX;Zona Leste;336;49;Comfort;40;Fiat Cronos 2023;4.86;Masculino
714;Pedro;Santos;RideUp;Centro;60;39;Comfort;48;Chevrolet Tracker 2022;4.25;Masculino
715;Gustavo;Barbosa;GoDrive;Zona Norte;102;35;Black;22;Toyota Corolla Cross 2024;4.31;Masculino
716;Lucas;Silva;MoveX;Zona Sul;269;5;Black;42;VW Taos 2023;4.43;Masculino
717;Felipe;Pereira;MoveX;Centro;202;13;Comfort;21;VW Virtus 2022;4.99;Feminino
718;Julia;Soares;RideUp;Zona Oeste;339;6;Comfort;21;Nissan Versa 2023;4.32;Feminino
719;Felipe;Pereira;MoveX;Centro;99;8;Econômico;23;Citroën C3 2023;4.63;Feminino
720;Rafael;Gomes;MoveX;Zona Sul;375;15;Comfort;40;Jeep Renegade 2021;4.20;Masculino
721;Lucas;Carvalho;RideUp;Zona Norte;393;28;Econômico;58;Toyota Etios 2020;4.56;Masculino
722;Sofia;Lima;RideUp;Zona Norte;116;11;Econômico;39;VW Polo Track 2023;4.39;Masculino
723;Heloísa;Vieira;GoDrive;Centro;470;13;Comfort;59;Jeep Renegade 2021;4.08;Masculino
724;Laura;Silva;RideUp;Zona Sul;366;18;Comfort;57;Fiat Cronos 2023;4.80;Feminino
725;Carla;Alves;MoveX;Zona Norte;192;26;Comfort;49;Nissan Versa 2023;4.24;Masculino
726;Helena;Gomes;RideUp;Zona Norte;478;28;Comfort;58;Honda City 2021;4.67;Masculino
727;Lucas;Lima;MoveX;Zona Sul;315;55;Econômico;36;Fiat Argo 2021;4.38;Feminino
728;Alice;Soares;GoDrive;Zona Norte;221;12;Comfort;55;Hyundai HB20S 2022;4.78;Feminino
729;Bruno;Souza;GoDrive;Zona Sul;38;29;Econômico;25;VW Polo Track 2023;4.73;Masculino
730;Sofia;Ferreira;MoveX;Zona Sul;200;22;Econômico;31;Fiat Argo 2021;4.84;Masculino
731;Camila;Barbosa;GoDrive;Zona Leste;302;6;Comfort;29;Honda City 2021;4.09;Feminino
732;Alice;Vieira;GoDrive;Zona Norte;202;26;Comfort;38;Honda City 2021;4.38;Masculino
733;Arthur;Ribeiro;MoveX;Zona Oeste;183;33;Comfort;45;Fiat Cronos 2023;4.92;Feminino
734;Maria;Souza;RideUp;Zona Norte;102;41;Black;38;VW Taos 2023;4.80;Masculino
735;Carla;Oliveira;MoveX;Zona Leste;338;1;Comfort;60;Nissan Kicks 2022;4.94;Masculino
736;Bruno;Ribeiro;GoDrive;Zona Leste;146;8;Comfort;27;Jeep Renegade 2021;4.65;Feminino
737;Matheus;Carvalho;MoveX;Zona Norte;459;57;Comfort;33;Hyundai HB20S 2022;4.19;Feminino
738;Helena;Silva;MoveX;Zona Oeste;218;40;Comfort;52;Fiat Cronos 2023;4.72;Feminino
739;Lara;Silva;GoDrive;Zona Norte;160;60;Black;29;Jeep Commander 2023;4.14;Feminino
740;Bruno;Carvalho;RideUp;Centro;287;16;Econômico;25;VW Polo Track 2023;4.10;Masculino
741;Arthur;Souza;GoDrive;Zona Norte;270;25;Comfort;25;Nissan Kicks 2022;4.20;Feminino
742;Pedro;Vieira;RideUp;Zona Oeste;497;8;Comfort;23;Nissan Kicks 2022;4.37;Feminino
743;Helena;Gomes;GoDrive;Centro;411;43;Econômico;45;Chevrolet Onix 2022;4.81;Masculino
744;Maria;Silva;MoveX;Zona Sul;435;11;Comfort;26;VW Virtus 2022;4.00;Masculino
745;Gustavo;Fernandes;RideUp;Centro;261;3;Comfort;39;Nissan Versa 2023;4.07;Masculino
746;Valentina;Costa;MoveX;Centro;312;32;Black;47;Honda Civic 2022;4.16;Feminino
747;Isadora;Alves;MoveX;Zona Leste;393;51;Econômico;41;Citroën C3 2023;4.06;Feminino
748;Gustavo;Rodrigues;GoDrive;Zona Oeste;301;9;Black;55;Toyota Corolla Cross 2024;4.21;Feminino
749;Heloísa;Fernandes;GoDrive;Centro;288;49;Econômico;51;Chevrolet Onix 2022;4.67;Feminino
750;Maria;Silva;MoveX;Zona Norte;387;32;Comfort;30;Chevrolet Onix Plus 2023;4.59;Feminino
751;Maria;Ribeiro;MoveX;Zona Leste;347;12;Econômico;38;Chevrolet Onix 2022;4.95;Feminino
752;Arthur;Santos;GoDrive;Centro;144;53;Econômico;38;Toyota Etios 2020;4.55;Feminino
753;Maria;Rodrigues;GoDrive;Zona Oeste;490;42;Black;21;Honda Civic 2022;4.18;Feminino
754;Laura;Ribeiro;RideUp;Zona Oeste;102;46;Comfort;26;Chevrolet Tracker 2022;4.22;Feminino
755;Carla;Costa;MoveX;Zona Leste;189;25;Comfort;37;Hyundai HB20S 2022;4.84;Masculino
756;Julia;Oliveira;RideUp;Zona Leste;128;2;Comfort;53;Nissan Versa 2023;4.13;Feminino
757;Maria;Barbosa;RideUp;Zona Sul;151;13;Comfort;59;Jeep Renegade 2021;4.05;Masculino
758;Heitor;Rodrigues;RideUp;Zona Norte;45;37;Econômico;58;Fiat Mobi 2022;4.71;Feminino
759;Helena;Costa;RideUp;Centro;229;60;Econômico;58;Renault Kwid 2024;4.45;Masculino
760;Valentina;Lopes;RideUp;Zona Sul;179;46;Comfort;56;Fiat Cronos 2023;4.17;Masculino
761;Julia;Alves;GoDrive;Zona Sul;393;42;Comfort;46;VW Virtus 2022;4.77;Masculino
762;Heitor;Fernandes;RideUp;Centro;214;27;Comfort;59;VW Virtus 2022;4.42;Feminino
